SMILES,MOLREGNO,Sol_uM,Acidic_pKa,Basic_pKa,Charge_State
Cc1cccc(c1)c2ccc3c(c2)c(cn3Cc4ccc(cc4)C(C)(C)C)C(=O)C(=O)O,192574,363.1000000000001,3.39,-9.66,acidic
CC1(C)N=C(N)N=C(N)N1c2ccc(Oc3ccc(Cl)cc3)c(Cl)c2,526798,371.5,19.45,7.65,basic
Cc1ncc(nc1C(=O)N)c2ccc(cc2)[C@@H]3CC[C@@H](CC(=O)O)CC3,1439754,371.5,4.8,0.09,acidic
Cc1cn(C[C@H]2CN(C(=O)O2)c3ccc(C4=CCS(=O)(=O)CC4)c(F)c3)nn1,297930,371.5,15.65,0.63,neutral
Nc1cc(ncn1)c2ccccc2,1143037,371.5,,4.99,neutral
Cc1ccc(CCOCCNS(=O)(=O)CCCNCCc2ccc(O)c3nc(O)sc23)cc1,180392,371.5,7.36,9.45,zwitterionic
CC1=C(C(=O)N(C[C@H](N)c2ccccc2)C(=O)N1Cc3c(F)cccc3F)c4ccc5OCOc5c4,299265,371.5,,8.5,basic
CN(c1ccnc(Nc2cc(CN3CCOCC3)cc(c2)N4CCOCC4)n1)c5cc(CO)ccc5C,1139835,371.5,13.45,6.62,neutral
OC(=O)[C@H](Cc1ccc(CCCc2ccc3CCCNc3n2)cc1)NC(=O)c4c(Cl)cccc4Cl,1343223,371.5,3.63,7.52,zwitterionic
Fc1ccc(CC2=NNC(=O)c3ccccc23)cc1C(=O)N4CCN(CC4)C(=O)C5CCOC5,469925,380.2000000000001,9.96,-1.09,neutral
FC(F)(F)c1nnc2ccc(NCc3cccnc3)nn12,910071,380.2000000000001,17.36,4.82,neutral
COc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3occc3,969349,380.2000000000001,16.61,-2.62,neutral
CNC(=O)N1c2ccccc2C=Cc3ccccc13,1018842,380.2000000000001,15.62,-3.56,neutral
COc1ccc(cc1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N,1431485,389.00000000000006,12.2,3.99,neutral
Cc1cc(C)c(C(=O)N[C@@H](CNC(=O)CO[C@@H]2C[C@@H](CNc3ccccn3)N(C2)C(=O)OCc4ccccc4)C(=O)O)c(C)c1,386935,389.00000000000006,3.78,6.63,acidic
CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3ccccc3Cl)C(=O)O)cc2)n1,1342856,398.0999999999998,3.47,6.88,acidic
CCN(C1CCN(CC[C@@H](c2ccccc2)c3ccc(cc3)S(=O)(=O)C)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,351139,398.0999999999998,19.4,7.75,basic
C[C@H](NC(=O)c1c(C)nn(c1NS(=O)(=O)C2CCCCC2)c3ccccc3)C(C)(C)C,1263741,398.0999999999998,5.66,2.17,acidic
CN(C)C(=O)CC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4,1519913,398.0999999999998,12.91,8.33,basic
CC(C)(C)C(O)C(Cc1ccccc1Cl)n2cncn2,960132,398.0999999999998,14.0,1.97,neutral
CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](Sc1ccc2N(C)C(=O)CCc2c1)C(=O)NO)C(C)(C)C,241979,398.0999999999998,8.76,-0.47,neutral
O=C(Nc1ccccc1)c2ccc(OCCCN3CCCC3)cc2OCc4cccnc4,1174712,398.0999999999998,14.84,9.31,basic
CCCCNc1nc(N)c2NC(=O)N(Cc3ccc(OCCN(C)C)nc3)c2n1,1514232,407.4,12.05,8.63,basic
CC1(CC1)c2nc(ncc2C(=O)N[C@@H]3C4CC5CC3C[C@@](O)(C5)C4)N6CCOCC6,1425071,407.4,13.98,2.35,neutral
CC1=C(C(=O)N(C[C@H](N)c2ccccc2)C(=O)N1Cc3c(F)cccc3F)c4ccccc4F,299233,407.4,,8.5,basic
CN(C)CCCN1c2ccccc2Sc3ccc(Cl)cc13,6216,407.4,,9.2,basic
Clc1ccc(cc1C(=O)Nc2ccccc2)n3cnnc3,798158,407.4,14.95,1.65,neutral
CCOC(=O)Cc1csc(NS(=O)(=O)c2ccc(Cl)cc2)n1,878480,416.9,6.74,-0.01,acidic
CCOCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O,340939,416.9,14.91,4.83,neutral
FC(F)(F)c1nnc2ccc(nn12)N3CCCC3,1228615,416.9,,0.43,neutral
O=C(Nc1nccs1)c2ccccc2,143770,416.9,14.64,-0.11,neutral
OC(=O)[C@H](Cc1cccc(F)c1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,1425380,416.9,1.67,10.06,zwitterionic
Cc1ccccc1Nc2ncnc3ccccc23,152534,416.9,15.81,4.02,neutral
NC(=O)c1ccc(I)c(c1)[N+](=O)[O-],651089,416.9,13.0,-0.68,neutral
CN(CCOc1ccc(NS(=O)(=O)C)cc1)CCc2ccc(NS(=O)(=O)C)cc2,5638,426.6,10.15,8.99,basic
CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)c5cccc(c5)N6CCOCC6)ccc4C,1343283,426.6,15.73,7.6,basic
CC(C)(C)NC(=O)Nc1ccc(cc1)c2c(N)nc(N)nc2COCc3ccccc3,352911,426.6,13.32,5.93,neutral
O=C(C1CCN(CC1)C(=O)c2occc2)c3ccccc3,1085536,426.6,16.55,-2.62,neutral
Cc1cc(C)cc(c1)c2[nH]c3sc(cc3c2CCN4CCN(CC(O)CN5CCNCC5)CC4)C(C)(C)C(=O)N6C7CCC6CC7,417888,426.6,12.75,9.26,basic
Oc1ccc(cc1)c2ccc(cc2)C3(O)CN4CCC3CC4,164965,436.4999999999999,9.92,8.67,basic
COC[C@H](C)Oc1cc(Oc2ccccc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,1146827,436.4999999999999,3.74,0.85,acidic
CC(N(O)C(=O)N)c1cc2ccccc2s1,9217,436.4999999999999,8.84,-5.49,neutral
O[C@H]([C@H](Cc1ccccc1)NC(=O)c2cc3cc(Cl)ccc3[nH]2)C(=O)N4C[C@@H](O)[C@@H](O)C4,1377158,436.4999999999999,12.5,-1.45,neutral
CO[C@@H]1C[C@@H](N(Cc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)C1)C(=O)N,346406,436.4999999999999,13.75,6.28,neutral
Cc1ccnc(NC(=O)CSc2ccccn2)c1,1102215,436.4999999999999,11.91,4.83,neutral
CCSc1nc2c(N)ncnc2[nH]1,580900,436.4999999999999,8.36,3.94,neutral
Cc1c[nH]c(\C=C\2/C(=O)Nc3ccccc23)c1CCC(=O)O,141118,446.70000000000005,4.15,-2.07,acidic
CS(=O)(=O)c1ccc(Oc2ccc(cc2)C#C[C@]3(O)CN4CCC3CC4)cc1,1275159,457.1,12.56,8.09,basic
CCN(C1CCN(CCC(C2CCN(CC2)S(=O)(=O)CC)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1280898,457.1,19.7,9.34,basic
CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)c5cscn5)ccc4C,1343298,457.1,13.65,7.6,basic
NC(=O)C(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4,1519912,457.1,11.69,8.03,basic
Oc1c(NC(=O)Nc2cccc(F)c2Cl)ccc(Cl)c1S(=O)(=O)N3CCNCC3,1439375,457.1,5.78,7.18,acidic
C[C@@H](NC(=O)[C@@H]1CCCC[C@H]1C(=O)N2CCc3[nH]c4ccc(F)cc4c3C2)C#N,1428109,457.1,12.19,-0.39,neutral
CC(C)(O)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-],6787,457.1,11.79,-3.58,neutral
Cc1ccc2nc(C)c(c3ccnc(N)n3)n2c1,1524626,457.1,16.4,5.43,neutral
CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](OCc1cc2c(O)nc(C)nc2cc1Br)C(=O)NO)C(C)(C)C,242004,457.1,8.18,-0.68,neutral
CNC(=O)Cc1ccc2C(=O)C=C(Nc2c1)c3cccnc3,1060617,457.1,10.11,4.71,neutral
CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3ccc(F)cc3Cl)C(=O)O)cc2)n1,1342857,467.69999999999993,3.37,6.88,acidic
Nc1ccc(OCc2ccccc2)cc1,775455,467.69999999999993,,5.04,neutral
CS(=O)(=O)c1ccc(cc1Cl)[C@@H](CC2CCCC2)C(=O)Nc3cnc(cn3)[C@H](O)CO,1528036,467.69999999999993,11.42,-0.46,neutral
CCOC(=O)c1ccc(COCC2CCN(CC2)c3ccc(C)nn3)cc1,1179963,467.69999999999993,,4.41,neutral
CN1NC(=CC1=O)CSc2ccc(Cl)cc2,1058127,467.69999999999993,7.0,-2.21,acidic
COc1ccc(Br)c(C=O)c1O,149919,467.69999999999993,8.33,-4.9,neutral
CC(N1C=Nc2ccccc2C1=O)c3ccccc3,1319257,467.69999999999993,,2.96,neutral
NC(=O)Nc1sc(cc1C(=O)N)c2ccc(CNC3CCCC3)cc2,448390,478.59999999999997,10.29,9.53,basic
CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)C(=O)N4CCN(C)CC4)n2,453116,478.59999999999997,12.41,6.95,neutral
Cc1cc(CN2Cc3ccccc3C2C(=O)Nc4ccc(Cl)cc4Cl)ccc1OCC(=O)O,1057746,478.59999999999997,3.33,4.93,acidic
Fc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,1428113,478.59999999999997,12.0,-0.35,neutral
CCCSc1nc(ccc1C(=O)N[C@@H]2C3CC4CC2C[C@@](O)(C4)C3)N5CCOCC5,1425007,478.59999999999997,14.16,3.56,neutral
Cc1ccc(cc1)S(=O)(=O)Nc2c(cnn2c3ccccc3)C(=O)NC4CCCCC4,1263537,489.79999999999995,3.78,1.18,acidic
ON(C=O)C1(CS(=O)(=O)N2CCN(CC2)c3ccc(F)cc3)CCC1,1151031,489.79999999999995,8.11,1.9,neutral
CCN(C1CCN(CC[C@H](N2CCN(CC2)S(=O)(=O)CC(F)(F)F)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1280890,489.79999999999995,9.71,8.84,basic
CCN(CCN(C)C)S(=O)(=O)c1ccc(cc1)c2cnc(N)c(n2)C(=O)Nc3cccnc3,1437949,489.79999999999995,14.39,7.54,basic
CN(C)CC(C)(C)COc1nccc(Nc2cc(NC(=O)c3ccnc(c3)N4CCOCC4)ccc2C)n1,310136,489.79999999999995,15.05,9.3,basic
CN(C)S(=O)(=O)c1ccc(CC(=O)N(C)C2CCN(CCC(c3ccccc3)c4ccccc4)CC2)cc1,305059,489.79999999999995,,9.42,basic
NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,134333,501.2,8.76,-2.59,neutral
OC(=O)c1ccc(cc1)n2ncc(C(=O)NC3C4CC5CC(CC3C5)C4)c2C6CCC6,1438391,501.2,4.53,1.04,acidic
C1CCN(CC1)c2ncnc3[nH]cnc23,428771,501.2,9.84,3.89,neutral
[O-][N+](=O)c1ccc(CCl)cc1,292770,501.2,,-8.65,neutral
Oc1cccc(NC(=O)c2ccc(OCCCN3CCCC3)cc2OCc4ccccn4)c1,1174476,512.9,8.97,9.57,basic
C[C@H](NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(C)cc2)C(C)(C)C)C(C)(C)C,1271737,512.9,3.91,2.62,acidic
CON(C)C(=O)c1c(Cn2c(C)nc(Cl)c2Cl)sc3N(CC(C)C)C(=O)N(C)C(=O)c13,365729,512.9,,3.29,neutral
Cc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,1427002,512.9,11.95,-0.35,neutral
O[C@@H](CNCCCCCCCCCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3)c4ccc(O)c5NC(=O)C=Cc45,1074139,524.8,8.45,9.88,basic
Nc1ncnc2sc(nc12)c3c(ncn3C[C@H]4CCCO4)c5ccccc5,612210,524.8,17.68,4.08,neutral
Fc1ccc(CN2CCN(CC2)C3=Nn4c(CC3)nnc4C(F)(F)F)cc1,1528795,524.8,,6.75,neutral
Fc1ccc2[nH]c3CCN(Cc3c2c1)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,1428108,524.8,11.95,-0.35,neutral
OC(=O)c1cc2c(F)cccc2n1Cc3ccc(Cl)c(Cl)c3,217932,524.8,4.83,,acidic
CCc1nc2c(N)nc3ccccc3c2n1CCCCNS(=O)(=O)C,565032,537.0,12.07,4.96,neutral
CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)c5cncs5)ccc4C,1343299,537.0,13.55,7.6,basic
CNC(=O)c1ccc(Nc2nccc(n2)c3cnc(C)n3C(C)C)cc1,452954,537.0,12.43,6.0,neutral
CN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)c4ccncc4,305132,537.0,,9.38,basic
Fc1ccc2c3CN(CCc3[nH]c2c1)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,1428114,537.0,11.82,-0.35,neutral
CC(C)N1CCC[C@H](CN2C(=O)c3cc(ccc3N=C2C(C)C)c4ccc(F)cc4)C1,389195,537.0,,9.15,basic
CCCNC1=Nc2ccccc2C(=O)N1,561984,537.0,9.9,0.69,neutral
OC(=O)c1cc2cc(ccc2n1Cc3ccc(Cl)c(Cl)c3)[N+](=O)[O-],217281,549.5,4.73,,acidic
CCCSc1nc(Oc2ccc(CC(=O)O)cc2)ccc1C(=O)NC3CCCCC3,1423870,549.5,3.19,-0.02,acidic
NC1(CCC1)c2ccc(cc2)c3c(ccn4ccnc34)c5ccccc5,1344553,549.5,,9.55,basic
CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccccc3C(F)(F)F)c2C(=O)N4CC[C@@H](O)C4,345386,549.5,14.83,-1.73,neutral
CCCOc1nc(ccc1C(=O)NC2CCCCC2)N3CCC[C@@H](CC(=O)O)C3,1423988,549.5,3.9,2.83,acidic
O=C1N(CCc2ccccc2)Nc3ccccc13,1633877,549.5,10.18,2.25,neutral
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C4(CCN(CC4)C(C)C)C(=O)N,347061,549.5,13.76,9.11,basic
COc1ccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@@H](Cc5c[nH]c6ccccc56)NC(=O)C7CCNCC7)c(OC)c1,1385575,549.5,12.68,10.16,basic
Cc1nc(C)c(nc1C(=O)N)c2ccc3c(CC[C@@]34CC[C@H](CC(=O)O)CC4)c2,1439747,562.3000000000001,4.76,0.86,acidic
OC1(CCN(Cc2c[nH]c3ccccc23)CC1)c4ccc(Cl)cc4,90866,562.3000000000001,13.96,8.76,basic
CC(C)(C)Cn1c(CN2C(=O)CC3(CCNCC3)C2=O)cc4cnc(nc14)C#N,417203,575.3999999999999,19.75,10.14,basic
Nc1nccc(n1)c2c[nH]c3ccccc23,70212,575.3999999999999,14.75,3.75,neutral
Nc1nccc(n1)c2ccccc2,1178429,575.3999999999999,16.54,4.14,neutral
CN(C)CC(O)COc1ccc(Nc2nccc(n2)N(CC#N)c3cc(Cl)ccc3Cl)cc1,164247,575.3999999999999,13.71,8.7,basic
O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCc4oc5ccccc5c4C3,1428097,575.3999999999999,11.63,-0.35,neutral
Cc1ccc(NC(=O)N2CCN(C[C@@H]3CCCN(C3)C4CC4)CC2)cc1Cl,1346299,575.3999999999999,13.47,9.21,basic
Nc1n[nH]c(n1)S(=O)(=O)CCCc2ccccc2,946187,575.3999999999999,7.19,0.1,acidic
OC(=O)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4sc(Cl)c(Cl)c4[nH]3,394029,588.7999999999998,3.84,-1.87,acidic
COC[C@H](C)Oc1cc(O[C@@H](C)Cc2ccccc2OC)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,1146817,588.7999999999998,3.74,0.85,acidic
C[C@@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)c4ccc5c(C)noc5c4,1431500,602.6,11.79,1.9,neutral
CCN1N(C2CCCC2)c3nc(Nc4ccc(cc4OC)C(=O)NC5CCN(C)CC5)ncc3N(C)C1=O,1288851,602.6,12.1,8.57,basic
Clc1ccc(CN2CCC(C2)Nc3ccc4[nH]ncc4c3)cc1,375597,616.6,13.39,8.07,basic
CC(=O)Nc1ccc(cc1)C(=O)Nc2ccccc2N,399340,631.0000000000001,13.68,3.24,neutral
O=C(NCC#N)[C@@H]1CCCC[C@H]1C(=O)N2CCN(CC2)c3ccccc3,1428106,631.0000000000001,12.21,3.43,neutral
Cc1ccc2NS(=O)(=O)c3ccccc3c2c1,922047,631.0000000000001,7.35,,acidic
CC[C@@H](NC1=C(Nc2cccc(C(=O)N(C)C)c2O)C(=O)C1=O)c3ccccc3,424776,645.7000000000003,8.06,-1.55,neutral
CN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)N,305031,645.7000000000003,10.28,9.35,basic
COC[C@H](C)Oc1cc(O[C@@H](C)Cc2cc(F)cc(F)c2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,1146818,645.7000000000003,3.74,0.85,acidic
CNC(=O)[C@@H](C)N(C)Cc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC,346357,645.7000000000003,13.74,6.57,neutral
CC(=O)N1CCC(CC1)NC(=O)c2ccc(Oc3ccc(cc3)C#C[C@]4(O)CN5CCC4CC5)cc2,1275163,645.7000000000003,12.56,8.09,basic
NC(=O)COc1ccc(OCCNCC(O)COc2ccccc2)cc1,75269,660.7000000000004,14.05,8.79,basic
CC1(CC1)c2c(cnn2c3ccc(cc3)C(=O)O)C(=O)NC4C5CC6CC(CC4C6)C5,1438394,660.7000000000004,4.53,0.99,acidic
CS(=O)(=O)Nc1cccc(NC(=O)CN2CCN([C@H](Cc3ccccc3)C2)C(=O)C[C@H](N)Cc4ccc(F)c(F)c4)c1,308587,660.7000000000004,9.6,8.81,basic
CCCNCc1cnc(s1)c2ccc(cc2)C(=O)Nc3ccccc3N,427019,676.1000000000003,15.2,9.14,basic
COc1cc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2cc1OCCCN5CCC(CO)CC5,363057,676.1000000000003,12.78,8.72,basic
CC(O)(C(=O)c1ccccc1)c2ccccc2,1409883,676.1000000000003,12.51,-3.89,neutral
c1ccc(cc1)c2cn3cccnc3n2,810739,676.1000000000003,,2.39,neutral
COc1ccc(NC(=O)c2ccccn2)cc1,784861,676.1000000000003,14.85,0.49,neutral
NS(=O)(=O)c1cc2c(NC(NS2(=O)=O)C(Cl)Cl)cc1Cl,134100,691.8000000000001,8.32,-4.06,neutral
CCOC(=O)N1CCN(CC1)C(=O)[C@H](Cc2cccc(c2)C(=N)N)NS(=O)(=O)c3c(cc(cc3C(C)C)C(C)C)C(C)C,175501,691.8000000000001,10.55,11.51,basic
CCN(C1CCN(CCC(c2ccccc2)c3ccc(NC(=O)C)cc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,330762,691.8000000000001,14.53,9.32,basic
CCN(C1CCN(CCC(N2CCN(CC2)c3ccccc3)c4ccccc4)CC1)C(=O)Cc5ccc(cc5)S(=O)(=O)C,1280884,691.8000000000001,19.7,9.03,basic
Cc1ccc2c(N)c(sc2n1)C(=O)N,578748,691.8000000000001,15.24,0.79,neutral
CC(C)(C)C1=CC(=O)N(N1)c2ccccc2,1634278,707.8999999999999,7.32,1.93,acidic
Cc1cc(O)nc(SCC(=O)c2ccccc2)n1,1161313,707.8999999999999,8.48,-1.84,neutral
CN(C)CC(O)COc1ccc(Nc2ncc(C)c(Nc3ccccc3)n2)cc1,164520,724.4,14.02,8.7,basic
CNc1ncc(s1)C(=O)c2ccccc2,922879,724.4,15.73,2.38,neutral
CCOC(=O)c1ccc(CCN2CCN(CC2)c3ccc(C)nn3)cc1,1179967,724.4,,7.65,basic
Cc1ccccc1NC(=O)Nc2ccncc2,282164,724.4,11.32,5.47,neutral
NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Cl,2045,741.3000000000002,9.09,-2.68,neutral
Nc1ncnc2OCCN(C(=O)c12)c3ccc(cc3)[C@@H]4CC[C@@H](CC(=O)O)CC4,1179978,758.5999999999999,4.69,3.75,acidic
CN(CCO)Cc1ccc(cc1)c2cc(C(=O)N)c(NC(=O)N)s2,448389,758.5999999999999,10.19,8.44,basic
Cc1nc(C)c(nc1C(=O)N)c2ccc([C@@H]3CC[C@H](CC(=O)O)CC3)c(F)c2,1439745,758.5999999999999,4.46,0.85,acidic
Cc1nc2ccc(Cl)cn2c1c3ccnc(N)n3,1524241,758.5999999999999,16.4,5.11,neutral
NCC(O)(c1ccc(Cl)cc1)c2ccc(Cl)cc2,1046043,758.5999999999999,12.98,9.03,basic
OC(=O)c1c(Cl)c2ccccc2n1Cc3ccc(Cl)c(Cl)c3,217425,758.5999999999999,4.31,,acidic
COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OC\C=C\CN4CCCC4,34543,758.5999999999999,14.27,8.95,basic
CN1CCC(CC1)Oc2cc(OCCF)cc3ncnc(Nc4c(Cl)ccc5OCOc45)c23,361328,758.5999999999999,12.61,8.6,basic
COc1ccc(Br)c2CCC(=O)c12,1011572,758.5999999999999,16.0,-4.87,neutral
CC1CCc2cc(F)cc3C(=O)C(=CN1c23)C(=O)O,321737,776.2,6.0,-4.31,acidic
NC(=O)N1c2ccccc2C=Cc3ccccc13,15086,776.2,15.96,-3.75,neutral
COC[C@H](C)Oc1cc(Oc2ccc(Cl)cc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,1146831,776.2,3.74,0.85,acidic
CN(c1ccnc(Nc2cc(cc(c2)N3CCN(C)CC3)N4CCOCC4)n1)c5cc(CO)ccc5C,1139833,794.3000000000003,13.66,7.97,basic
O=S(=O)(Nc1ccncc1)c2ccccc2,956158,794.3000000000003,7.74,6.6,neutral
Oc1c2ncc3ccccc3c2nn1c4ccccc4,203049,812.8000000000001,9.89,-0.72,neutral
Oc1cc(nc2ccnn12)c3ccccc3,260530,812.8000000000001,11.2,-0.07,neutral
Cc1cc(NC(=O)c2ccccc2)n[nH]1,187270,812.8000000000001,14.35,2.09,neutral
COc1cc2CC[C@H](NC(=O)C)c3cc(O)ccc3c2c(OC)c1OC,508588,812.8000000000001,9.16,-1.53,neutral
Cc1cc(CNc2nccc(Nc3cc(C)[nH]n3)n2)on1,1365767,812.8000000000001,13.06,5.99,neutral
COc1cc2c(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)ncnc2cc1OCCCN5CCC[C@@H]5CO,363067,812.8000000000001,11.54,8.99,basic
COc1ccc2[nH]c3CCN(Cc3c2c1)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,1428118,812.8000000000001,11.85,-0.35,neutral
COc1cc2ncnc(Nc3cc(NC(=O)c4ccnc(c4)N5CCOCC5)ccc3C)c2cc1OCCN6CCCCC6,310006,812.8000000000001,15.3,8.37,basic
Cc1cc(CN(CC(=O)Nc2ccc(Cl)cc2Cl)C3CCCCC3)ccc1OCC(=O)O,611480,812.8000000000001,3.34,8.05,zwitterionic
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(NS(=O)(=O)C)sc13,437055,831.7999999999998,6.03,2.48,acidic
COC[C@H](C)Oc1cc(Oc2cc(F)cc(F)c2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,1146835,831.7999999999998,3.74,0.85,acidic
Nc1nc(cs1)c2ccccc2,293784,831.7999999999998,16.7,4.07,neutral
CC(=O)Nc1ccc(Br)cc1,89945,831.7999999999998,14.31,-4.39,neutral
CNCc1ccc(cc1)c2[nH]c3cc(F)cc4C(=O)NCCc2c34,651088,851.0999999999998,13.16,9.32,basic
CCOc1ccc2nc(N)sc2c1,575687,851.0999999999998,16.49,4.72,neutral
CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)S(=O)(=O)CCCN4CCOCC4)n2,514965,851.0999999999998,11.67,6.05,neutral
CN1CCN(CC1)c2ccc3N=C(C)N(C(=O)c3c2)c4cc(NC(=O)c5ccnc(c5)N6CCOCC6)ccc4C,1343282,851.0999999999998,15.06,7.6,basic
Cc1onc(C)c1CCC2CCN(CC2)S(=O)(=O)CC3(CCOC(C)(C)C3)N(O)C=O,1151026,851.0999999999998,8.07,1.75,neutral
CC(C)(C)NC(=O)c1ccc(Oc2cc(F)c(CC(=O)O)cc2Cl)c(NS(=O)(=O)c3ccc(cc3Cl)C4CC4)c1,1280563,851.0999999999998,3.11,-0.83,acidic
CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)C(=O)NC4CCN(C)CC4)n2,453118,871.0000000000005,12.42,8.58,basic
CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccnc4ccc(F)cc34)c2C(=O)N5CC[C@@H](O)C5,365765,871.0000000000005,14.83,3.65,neutral
C[C@H](NC(=O)c1c(C)nn(C2CCCCC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C,1271883,871.0000000000005,3.92,2.65,acidic
O=C(N1CCCCC1)c2scc3CCCCc23,770232,871.0000000000005,,-1.5,neutral
CCN(CC)C(=O)c1ccc2[nH]c(c(CCNCCCCc3ccncc3)c2c1)c4cc(C)cc(C)c4,73317,871.0000000000005,15.39,10.49,basic
O=C1CSc2ccccc2N1,584058,871.0000000000005,12.71,-6.72,neutral
COc1nc(Br)cnc1NS(=O)(=O)c2ccc(Cl)s2,1332490,891.3000000000002,5.22,-5.06,acidic
CCCCC1=NC2(CCCC2)C(=O)N1Cc3ccc(cc3)c4ccccc4c5nn[nH]n5,421066,891.3000000000002,8.3,4.12,neutral
CN(C1CCCCC1)C(=O)c2cnn(c2NS(=O)(=O)c3ccc(C)cc3)c4ccccc4,1263538,891.3000000000002,3.78,1.18,acidic
CCN(C1CCN(CCC(C2CCN(Cc3ccccc3)CC2)c4ccccc4)CC1)C(=O)Cc5ccc(cc5)S(=O)(=O)C,1280895,891.3000000000002,19.7,9.58,basic
Clc1cccc(c1)N2CCN(CCCN3N=C4C=CC=CN4C3=O)CC2,26401,891.3000000000002,,7.09,neutral
COc1ccccc1Oc2c(NS(=O)(=O)\C=C\c3ccccc3)nc(nc2OC)c4ncccn4,1380030,891.3000000000002,6.44,-0.37,acidic
C[C@H](NC(=O)c1c(C)nn(C2CCSCC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C,1271886,911.9999999999999,3.92,2.65,acidic
CS(=O)(=O)c1ccc2c3CN(CCc3[nH]c2c1)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,1427000,911.9999999999999,11.79,-0.35,neutral
CCN(C1CCN(CCC(c2ccc(NC(=O)C)cc2)c3cccc(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,330783,911.9999999999999,14.53,9.16,basic
O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCc4[nH]c5ccccc5c4C3,1428112,911.9999999999999,11.93,-0.35,neutral
CNC(=O)CCc1onc(n1)c2ccc(OC)cc2,1229559,911.9999999999999,15.12,-1.7,neutral
OC(C(=O)c1ccc(F)cc1)c2ccc(F)cc2,391569,933.3,12.58,-3.85,neutral
